Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2009-04-17 18:43:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,TENDERLOIN,"ARREST, CITED",TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
2009-03-04 18:45:00,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,TENDERLOIN,NONE,EDDY ST / HYDE ST,-122.415885065788,37.783516056415294
2009-02-18 06:51:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,CENTRAL,PSYCHOPATHIC CASE,100 Block of GEARY ST,-122.40581951516899,37.7876106365854
2014-06-25 15:30:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,CENTRAL,NONE,JEFFERSON ST / TAYLOR ST,-122.41580571058998,37.808212006459996
2003-10-03 17:25:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904
2008-05-29 12:00:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Thursday,CENTRAL,NONE,300 Block of POWELL ST,-122.40838427554199,37.7878271137225
2004-06-23 12:30:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Wednesday,CENTRAL,NONE,300 Block of BATTERY ST,-122.40021603878999,37.7948030325182
2011-08-14 17:41:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.40586165724599,37.786627232545
2012-05-17 17:13:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,INGLESIDE,"ARREST, CITED",JUDSON AV / EDNA ST,-122.44655946839701,37.728275297436205
2013-03-23 15:59:00,FRAUD,"FORGERY, CREDIT CARD",Saturday,TENDERLOIN,"ARREST, BOOKED",100 Block of STOCKTON ST,-122.40642786236,37.787109454290004
2010-11-20 15:25:00,WARRANTS,WARRANT ARREST,Saturday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / TURK ST,-122.415694922134,37.7825851968467
2015-04-30 18:00:00,MISSING PERSON,MISSING JUVENILE,Thursday,RICHMOND,UNFOUNDED,3600 Block of SACRAMENTO ST,-122.452796018759,37.7875001881845
2013-09-19 00:01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TENDERLOIN,NONE,0 Block of 5THSTNORTH ST,-122.408648588965,37.7849124714135
2007-01-24 16:10:00,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Wednesday,BAYVIEW,"ARREST, CITED",1600 Block of NEWCOMB AV,-122.391011706672,37.7359953041609
2009-01-20 18:30:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,TARAVAL,NONE,300 Block of FONT BL,-122.47675848392001,37.717107923768104
2010-12-17 21:15:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Friday,SOUTHERN,"ARREST, BOOKED",100 Block of 6TH ST,-122.408466556173,37.7807008318778
2012-01-28 02:40:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Saturday,NORTHERN,NONE,STEINER ST / DUBOCE AV,-122.431571409363,37.7693057403579
2012-06-12 19:30:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Tuesday,CENTRAL,NONE,0 Block of GEARY ST,-122.404277568186,37.7879185264229
2004-10-11 15:52:00,ROBBERY,ATTEMPTED ROBBERY COMM. ESTABLISHMENT WITH A GUN,Monday,SOUTHERN,NONE,400 Block of 9TH ST,-122.40962909684099,37.77209057261821
2011-12-28 01:05:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,MISSION,NONE,20TH ST / YORK ST,-122.408906740626,37.7592476644594
2010-06-14 18:40:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,PARK,NONE,1500 Block of FELL ST,-122.44341741324,37.7733703353662
2011-04-18 19:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,PIERCE ST / GOLDEN GATE AV,-122.435243139501,37.779142690307395
2010-09-21 04:25:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,TARAVAL,NONE,0 Block of THOMASMORE WY,-122.47293744666901,37.7122522752262
2012-08-11 16:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,MISSION,NONE,3900 Block of 24TH ST,-122.430794211054,37.75155749992229
2011-01-01 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.40722244095501,37.7864562588009
2013-01-25 10:05:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,TENDERLOIN,"ARREST, CITED",0 Block of OFARRELL ST,-122.405895369887,37.786734218498296
2012-06-30 00:45:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Saturday,NORTHERN,"ARREST, CITED",SUTTER ST / LARKIN ST,-122.418467747931,37.7879652569797
2014-07-12 23:00:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,TENDERLOIN,NONE,100 Block of POWELL ST,-122.40801449292,37.7859507767613
2012-01-01 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,100 Block of HAWTHORNE ST,-122.397071005597,37.7840030154412
2006-05-21 17:56:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of JONES ST,-122.412054141237,37.7816136403158
2008-04-05 18:00:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Saturday,NORTHERN,NONE,200 Block of GOUGH ST,-122.422672054298,37.775726978625705
2010-03-12 12:44:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,BAYVIEW,NONE,1100 Block of FITZGERALD AV,-122.39036028160999,37.7205064590363
2014-02-20 14:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,1700 Block of HARRISON ST,-122.41335418701799,37.7690748003847
2008-07-09 22:14:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,NORTHERN,NONE,0 Block of WILLOW ST,-122.41845691834601,37.783726896164396
2011-01-25 20:50:00,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Tuesday,NORTHERN,NONE,LOMBARD ST / FILLMORE ST,-122.43604920358601,37.79984122288229
2004-05-30 08:39:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Sunday,NORTHERN,NONE,1300 Block of POST ST,-122.424062707879,37.7863516559196
2012-11-17 01:55:00,WARRANTS,WARRANT ARREST,Saturday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.413564091744,37.779514030063
2006-09-23 01:20:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,SOUTHERN,NONE,800 Block of FOLSOM ST,-122.402343659494,37.7811666837563
2005-04-21 06:00:00,MISSING PERSON,MISSING JUVENILE,Thursday,BAYVIEW,NONE,0 Block of BEATRICE LN,-122.380833215509,37.730939600294796
2006-05-02 11:40:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,TARAVAL,"ARREST, CITED",3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2010-07-15 07:30:00,MISSING PERSON,FOUND PERSON,Thursday,RICHMOND,LOCATED,5700 Block of CALIFORNIA ST,-122.479129109051,37.7842040426482
2015-05-02 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,NORTHERN,NONE,1200 Block of SUTTER ST,-122.42096377738501,37.787704634857796
2014-03-31 16:27:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,PARK,"ARREST, BOOKED",BUENAVISTAWEST AV / WALLER ST,-122.442764781005,37.769660188234795
2013-12-09 17:14:00,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Monday,MISSION,NONE,2100 Block of MARKET ST,-122.43001865524201,37.7668305229582
2003-05-15 10:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,HEMLOCK ST / VAN NESS AV,-122.42166371443999,37.7870754039701
2013-04-19 10:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,BAYVIEW,NONE,3RD ST / HUDSON AV,-122.38875579498999,37.7403192229675
2006-07-29 12:29:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,INGLESIDE,"ARREST, BOOKED",500 Block of CARTER ST,-122.423628041297,37.70880618460679
2007-08-22 14:05:00,ASSAULT,BATTERY,Wednesday,MISSION,NONE,MISSION ST / 26TH ST,-122.41813729050101,37.7490413093633
2007-08-11 00:38:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,BAYVIEW,NONE,1000 Block of RHODEISLAND ST,-122.40177877698,37.7558294519688
2011-05-03 11:19:00,VANDALISM,GRAFFITI ON GOVERNMENT VEHICLES OR PUBLIC TRANSPORTATION,Tuesday,SOUTHERN,JUVENILE CITED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2013-11-11 22:45:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Monday,TENDERLOIN,"ARREST, CITED",100 Block of MCALLISTER ST,-122.41452262258001,37.7808752665663
2004-08-03 02:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE,4TH ST / MISSION ST,-122.40427017949301,37.7844788538516
2005-09-10 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE,CRAUT ST / TRUMBULL ST,-122.428391365521,37.7307881195795
2010-11-21 16:19:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Sunday,SOUTHERN,NONE,800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2007-10-18 07:50:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Thursday,NORTHERN,NONE,1600 Block of CALIFORNIA ST,-122.42153486006201,37.7905261965099
2011-01-15 23:00:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,INGLESIDE,NONE,OCEAN AV / MISSION ST,-122.435385454946,37.7239104470753
2003-09-06 12:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Saturday,TARAVAL,NONE,LINCOLN WY / 23RD AV,-122.48153945746701,37.765256910750104
2005-11-17 23:00:00,VEHICLE THEFT,STOLEN TRUCK,Thursday,INGLESIDE,NONE,200 Block of DELTA ST,-122.408394325629,37.7154712347329
2005-05-05 01:00:00,VEHICLE THEFT,STOLEN TRUCK,Thursday,CENTRAL,NONE,2400 Block of JONES ST,-122.416582222451,37.8040585874629
2009-12-12 02:46:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,SOUTHERN,"ARREST, BOOKED",400 Block of JESSIE ST,-122.40853438376301,37.782032564693395
2009-12-24 23:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,RICHMOND,NONE,5300 Block of GEARY BL,-122.476719025527,37.7805797943167
2005-11-28 12:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,900 Block of EDDY ST,-122.42331109445499,37.7826291037434
2004-03-18 11:45:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415444159886,37.7780245674641
2013-09-17 16:55:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,MISSION,NONE,3300 Block of 17TH ST,-122.42108724404899,37.763392442413995
2013-01-23 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,BAYVIEW,NONE,900 Block of MINNESOTA ST,-122.39040000075799,37.759108682594
2009-03-19 13:30:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Thursday,TENDERLOIN,"ARREST, BOOKED",100 Block of STOCKTON ST,-122.40642786236,37.787109454290004
2003-04-18 18:00:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Friday,TARAVAL,NONE,100 Block of SERRANO DR,-122.47753681430099,37.720152391561705
2014-11-25 10:56:00,WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED",4TH ST / MISSION ST,-122.404270179486,37.78447885387449
2014-12-13 23:22:00,MISSING PERSON,FOUND PERSON,Saturday,CENTRAL,JUVENILE BOOKED,BUSH ST / MASON ST,-122.410436716211,37.7899498165885
2003-03-18 01:03:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,CENTRAL,NONE,800 Block of COLUMBUS AV,-122.41336662130699,37.8024274082827
2005-08-24 16:26:00,VEHICLE THEFT,STOLEN TRUCK,Wednesday,BAYVIEW,NONE,1500 Block of BAY SHORE BL,-122.401096851568,37.7245556697717
2004-05-14 08:15:00,MISSING PERSON,FOUND PERSON,Friday,TARAVAL,NONE,3800 Block of MORAGA ST,-122.50393396655899,37.7548471043524
2012-06-25 08:53:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,RICHMOND,NONE,2400 Block of SUTTER ST,-122.440731807636,37.7851939209085
2011-03-11 08:00:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Friday,NORTHERN,PROSECUTED BY OUTSIDE AGENCY,1100 Block of BAY ST,-122.426096036998,37.803964701915895
2011-12-16 07:19:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Friday,NORTHERN,"ARREST, CITED",200 Block of LARKIN ST,-122.416791245836,37.7800446077933
2006-05-31 06:40:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,RICHMOND,NONE,DIVISADERO ST / BUSH ST,-122.44006450504601,37.7861779818819
2013-04-20 20:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,MARKET ST / POWELL ST,-122.40754585593099,37.784401179486
2007-11-12 22:30:00,NON-CRIMINAL,FOUND PROPERTY,Monday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412930522059,37.7838344374141
2014-02-05 02:16:00,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Wednesday,MISSION,"ARREST, CITED",20TH ST / CAPP ST,-122.41796448376002,37.7586968166489
2003-05-28 10:35:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904
2011-06-29 20:32:00,WARRANTS,WARRANT ARREST,Wednesday,BAYVIEW,"ARREST, BOOKED",0 Block of ESPANOLA ST,-122.379974182114,37.731077440872895
2008-09-05 14:00:00,VEHICLE THEFT,STOLEN TRUCK,Friday,MISSION,NONE,SANCHEZ ST / CLIPPER ST,-122.429425154175,37.7491591997239
2012-11-16 22:00:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,SOUTHERN,NONE,500 Block of MARKET ST,-122.401833062479,37.7890397716649
2004-12-25 07:58:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,CENTRAL,NONE,400 Block of STOCKTON ST,-122.407114491118,37.7899019822508
2013-01-21 19:41:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409853729941,37.7833862379382
2008-03-19 08:00:00,OTHER OFFENSES,MISCELLANEOUS STATE FELONY,Wednesday,MISSION,NONE,2200 Block of 17TH ST,-122.405960799364,37.764631022109796
2006-08-27 03:40:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Sunday,NORTHERN,"ARREST, CITED",POLK ST / SACRAMENTO ST,-122.420874632415,37.79149430519061
2008-12-27 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,HYDE ST / BAY ST,-122.420180001306,37.8047896506888
2006-07-11 12:20:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE,400 Block of 3RD ST,-122.397047350092,37.7823614642502
2005-04-08 16:08:00,MISSING PERSON,MISSING JUVENILE,Friday,BAYVIEW,NONE,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
2013-12-01 19:01:00,WEAPON LAWS,"WEAPON, DEADLY, CARRYING WITH INTENT TO COMMIT ASSAULT",Sunday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2014-09-29 13:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,CENTRAL,NONE,1000 Block of CLAY ST,-122.410786921931,37.79374902871871
2012-10-17 14:51:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of POWELL ST,-122.407845374111,37.7850943210103
2008-01-08 23:53:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,MISSION,"ARREST, BOOKED",1200 Block of UTAH ST,-122.40532248136499,37.753692521335296
2012-04-03 16:56:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,MISSION,"ARREST, CITED",SOUTH VAN NESS AV / 13TH ST,-122.417756708592,37.7698142360087
2003-01-20 11:00:00,WEAPON LAWS,LOCATED EXPLOSIVE DEVICE,Monday,TARAVAL,NONE,3100 Block of ULLOA ST,-122.49003236703899,37.740490198214395
2012-01-25 18:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,SOUTHERN,NONE,MARKET ST / 2ND ST,-122.401378067544,37.7892639310458
2011-11-15 00:30:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED",400 Block of MINNA ST,-122.40738717209801,37.7810688918781
2010-08-25 10:10:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED",FITZGERALD AV / HAWES ST,-122.38946181463301,37.7199285121253
2007-12-13 19:00:00,NON-CRIMINAL,FOUND PROPERTY,Thursday,RICHMOND,UNFOUNDED,WALNUT ST / CLAY ST,-122.448836247134,37.7888544136693
2008-10-17 22:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,CENTRAL,NONE,400 Block of FILBERT ST,-122.407639999545,37.80164358992929
2007-03-05 23:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,BAYVIEW,NONE,1100 Block of KANSAS ST,-122.402548872678,37.7551447896421
2004-08-18 13:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,BAYVIEW,PSYCHOPATHIC CASE,4300 Block of 3RD ST,-122.389324113342,37.738311294096704
2014-03-04 17:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,INGLESIDE,NONE,1600 Block of PLYMOUTH AV,-122.457637486747,37.7315828082195
2011-05-02 16:32:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Monday,NORTHERN,"ARREST, BOOKED",1400 Block of BUSH ST,-122.42115446602,37.788646568670394
2006-03-08 19:30:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,BAYVIEW,NONE,2400 Block of GRIFFITH ST,-122.386437671186,37.7191834462785
2006-02-10 10:58:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,TENDERLOIN,"ARREST, CITED",400 Block of JONES ST,-122.412758759499,37.7850960963726
2010-02-23 17:10:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,SOUTHERN,NONE,1600 Block of MARKET ST,-122.422127579529,37.7730330183515
2009-04-04 10:00:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Saturday,TENDERLOIN,"ARREST, BOOKED",300 Block of GOLDEN GATE AV,-122.41635198735202,37.7816031438671
2004-10-01 11:40:00,ASSAULT,BATTERY,Friday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2011-09-08 20:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,MISSION,NONE,16TH ST / GUERRERO ST,-122.424104315404,37.764782816589296
2010-02-28 16:30:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Sunday,NORTHERN,"ARREST, BOOKED",100 Block of ELM ST,-122.419687428854,37.7816616317999
2010-07-01 07:37:00,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,INGLESIDE,NONE,100 Block of NEY ST,-122.42718021085301,37.730024796823
2015-04-05 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,CLAY ST / ARGUELLO BL,-122.45932351028699,37.787518655250395
2013-03-21 09:00:00,WEAPON LAWS,"WEAPON, POSSESS OR BRING OTHER ON SCHOOL GROUNDS",Thursday,NORTHERN,NONE,3500 Block of FILLMORE ST,-122.43632820238399,37.8017515400431
2011-12-26 07:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,NORTHERN,NONE,1300 Block of VANNESS AV,-122.421734189838,37.7882961275539
2010-08-01 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,NONE,1200 Block of SILVER AV,-122.410963156105,37.730832095589
2003-03-06 08:45:00,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2005-03-26 20:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,PARK,NONE,MASONIC AV / FULTON ST,-122.446472678978,37.775801594368794
2010-01-13 13:55:00,OTHER OFFENSES,CONSPIRACY,Wednesday,PARK,"ARREST, BOOKED",1600 Block of HAIGHT ST,-122.449944521424,37.7695680602698
2007-08-11 15:39:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TENDERLOIN,NONE,400 Block of TURK ST,-122.416349428183,37.7825569563078
2010-09-11 12:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,0 Block of 4TH ST,-122.404956956375,37.785117856395296
2006-01-25 18:20:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Wednesday,MISSION,"ARREST, BOOKED",0 Block of ERIE ST,-122.41669895108801,37.769312224056
2013-02-19 16:40:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,CENTRAL,NONE,500 Block of GEARY ST,-122.41193389991501,37.7868307302611
2003-10-30 22:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Thursday,SOUTHERN,NONE,400 Block of 2ND ST,-122.393822011628,37.783318849062795
2011-08-25 14:08:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,TARAVAL,"ARREST, BOOKED",200 Block of CHESTER AV,-122.470361091717,37.71140208064229
2012-06-15 14:00:00,OTHER OFFENSES,RESISTING ARREST,Friday,TENDERLOIN,"ARREST, CITED",100 Block of HYDE ST,-122.415669661443,37.7821198488931
2003-12-27 21:50:00,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Saturday,BAYVIEW,NONE,0 Block of HARBOR RD,-122.378392257534,37.732331246437795
2011-08-12 23:00:00,NON-CRIMINAL,LOST PROPERTY,Friday,PARK,NONE,800 Block of LYON ST,-122.443536531813,37.778581434845705
2008-06-01 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,BAYVIEW,NONE,0 Block of KISKA RD,-122.37857398459101,37.7303199602104
2004-07-19 15:40:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,BAYVIEW,"ARREST, CITED",1600 Block of JENNINGS ST,-122.38608491470501,37.729816658141296
2010-12-17 20:00:00,NON-CRIMINAL,LOST PROPERTY,Friday,MISSION,NONE,2800 Block of MISSION ST,-122.418434028318,37.7514199300011
2005-08-23 23:38:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Tuesday,SOUTHERN,"ARREST, BOOKED",NATOMA ST / 6TH ST,-122.407693108536,37.7801630690967
2007-11-03 15:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,UNFOUNDED,1500 Block of SACRAMENTO ST,-122.418429189106,37.79186550750161
2013-02-19 06:32:00,TRESPASS,LODGING WITHOUT PERMISSION,Tuesday,TENDERLOIN,"ARREST, CITED",300 Block of EDDY ST,-122.41379097278099,37.783836556534794
2014-08-21 01:25:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,MISSION,NONE,3000 Block of 16TH ST,-122.421082850193,37.764910844225994
2009-06-24 08:16:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,TENDERLOIN,"ARREST, BOOKED",200 Block of HYDE ST,-122.415721688006,37.7830679886919
2011-06-14 14:00:00,ASSAULT,BATTERY,Tuesday,TENDERLOIN,"ARREST, CITED",JONES ST / EDDY ST,-122.412597377187,37.783932027727296
2015-03-08 10:03:00,NON-CRIMINAL,IMPOUNDED VEHICLE,Sunday,INGLESIDE,NONE,BALTIMORE WY / NAYLOR ST,-122.431900699312,37.7091890532258
2014-06-14 12:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,TENDERLOIN,NONE,400 Block of JONES ST,-122.412758759499,37.7850960963726
2003-01-25 16:20:00,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,MISSION,"ARREST, CITED",24TH ST / FOLSOM ST,-122.414089000716,37.7525050785803
2007-12-24 02:00:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Monday,TENDERLOIN,NONE,400 Block of EDDY ST,-122.415088721046,37.7836719564372
2005-09-10 23:42:00,ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Saturday,INGLESIDE,"ARREST, BOOKED",600 Block of SAN JOSE AV,-122.42194434837201,37.7459524019066
2007-11-12 13:30:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,SOUTHERN,NONE,0 Block of MAIN ST,-122.395771566799,37.7924309627476
2003-10-29 12:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,JUVENILE CITED,DWIGHT ST / SAN BRUNO AV,-122.402109488946,37.7240376461761
2010-03-13 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE,TURK ST / CHABOT TR,-122.451542905384,37.778049916106
2006-12-27 22:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,CENTRAL,NONE,900 Block of GRANT AV,-122.4066340037,37.7955844057067
2010-06-15 10:29:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,NORTHERN,NONE,800 Block of TURK ST,-122.423127788491,37.781691873286
2014-11-24 20:30:00,NON-CRIMINAL,FOUND PROPERTY,Monday,PARK,NONE,2200 Block of FULTON ST,-122.45388325363899,37.7749135986277
2010-11-01 05:30:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,NORTHERN,NONE,1200 Block of BUCHANAN ST,-122.42883596342699,37.7811808500926
2014-01-21 07:00:00,MISSING PERSON,MISSING JUVENILE,Tuesday,PARK,NONE,1100 Block of SCOTT ST,-122.43709942831998,37.7803522156893
2003-01-06 13:00:00,NON-CRIMINAL,LOST PROPERTY,Monday,RICHMOND,NONE,3200 Block of GEARY BL,-122.453658497048,37.7815327149698
